State,City,County,Inactive Date,Changes_20191117
CA,HAMMOND RANCH,SISKIYOU,,
CA,HAMMONTON,YUBA,,
CA,HANFORD,KINGS,,
CA,HANSEN HILLS,LOS ANGELES,,
CA,HAPPY CAMP,SISKIYOU,,
CA,HARBOR CITY,LOS ANGELES,,
CA,HARMONY,SAN LUIS OBISPO,,
CA,HAT CREEK,SHASTA,,
CA,HATHAWAY PINES,CALAVERAS,,
CA,HAVASU LAKE,SAN BERNARDINO,,
CA,HAVILAH,KERN,,
CA,HAWAIIAN GARDENS,LOS ANGELES,,
CA,HAWTHORNE,LOS ANGELES,,
CA,HAYFORK,TRINITY,,
CA,HAYWARD,ALAMEDA,,
CA,HAZARD,LOS ANGELES,,
CA,HEALDSBURG,SONOMA,,
CA,HEATHER GLEN,PLACER,,
CA,HEBER,IMPERIAL,,
CA,HELENA,TRINITY,,
CA,HELENDALE,SAN BERNARDINO,,
CA,HELM,FRESNO,,
CA,HEMET,RIVERSIDE,,
CA,HERALD,SACRAMENTO,,
CA,HERCULES,CONTRA COSTA,,
CA,HERITAGE RANCH,SAN LUIS OBISPO,,
CA,HERLONG,LASSEN,,
CA,HERMOSA BEACH,LOS ANGELES,,
CA,HESPERIA,SAN BERNARDINO,,
CA,HI VISTA,LOS ANGELES,,
CA,HICKMAN,STANISLAUS,,
CA,HIDDEN HILLS,LOS ANGELES,,
CA,HIDDEN MEADOWS,SAN DIEGO,,
CA,HIDDEN VALLEY LAKE,LAKE,,
CA,HIDDEN VALLEY,VENTURA,,
CA,HIGHLAND PARK,LOS ANGELES,,
CA,HIGHLAND,SAN BERNARDINO,,
CA,HILLS FLAT,NEVADA,,
CA,HILLSBOROUGH,SAN MATEO,,
CA,HILLTOP MALL,CONTRA COSTA,,
CA,HILMAR,MERCED,,
CA,HILT,SISKIYOU,,
CA,HINKLEY,SAN BERNARDINO,,
CA,HODGE,SAN BERNARDINO,,
CA,HOLLISTER,SAN BENITO,,
CA,HOLLY PARK,LOS ANGELES,,
CA,HOLLYGLEN,LOS ANGELES,,
CA,HOLLYWOOD,LOS ANGELES,,
CA,HOLT,SAN JOAQUIN,,
CA,HOLTVILLE,IMPERIAL,,
CA,HOLY CITY,SANTA CLARA,,
CA,HOMELAND,RIVERSIDE,,
CA,HOMEWOOD,PLACER,,
CA,HONCUT,BUTTE,,
CA,HONEYDEW,HUMBOLDT,,
CA,HOOD,SACRAMENTO,,
CA,HOOPA,HUMBOLDT,,
CA,HOPE VALLEY,ALPINE,,
CA,HOPLAND,MENDOCINO,,
CA,HORNBROOK,SISKIYOU,,
CA,HORNITOS,MARIPOSA,,
CA,HORSE CREEK,SISKIYOU,,
CA,HUGHSON,STANISLAUS,,
CA,HUME,FRESNO,,
CA,HUNTINGTON BEACH,ORANGE,,
CA,HUNTINGTON PARK,LOS ANGELES,,
CA,HURLETON,BUTTE,,
CA,HURON,FRESNO,,
CA,HYAMPOM,TRINITY,,
CA,HYDESVILLE,HUMBOLDT,,
CA,IDYLLWILD,RIVERSIDE,,
CA,IGNACIO,MARIN,,
CA,IGO,SHASTA,,
CA,IMPERIAL BEACH,SAN DIEGO,,
CA,IMPERIAL,IMPERIAL,,
CA,INDEPENDENCE,INYO,,
CA,INDIAN WELLS,RIVERSIDE,,
CA,INDIO,RIVERSIDE,,
CA,INGLENOOK,MENDOCINO,,
CA,INGLEWOOD,LOS ANGELES,,
CA,INVERNESS,MARIN,,
CA,INYOKERN,KERN,,
CA,IONE,AMADOR,,
CA,IOWA HILL,PLACER,,
CA,IRVINE,ORANGE,,
CA,IRWINDALE,LOS ANGELES,,
CA,ISLA VISTA,SANTA BARBARA,,
CA,ISLETON,SACRAMENTO,,
CA,IVANHOE,TULARE,,
CA,JACKSON,AMADOR,,
CA,JACUMBA,SAN DIEGO,,
CA,JAMESTOWN,TUOLUMNE,,
CA,JAMUL,SAN DIEGO,,
CA,JANESVILLE,LASSEN,,
CA,JENNER,SONOMA,,
CA,JESS RANCH,SAN BERNARDINO,,
CA,JOHANNESBURG,KERN,,
CA,JOHNSON VALLEY,SAN BERNARDINO,,
CA,JOHNSTONVILLE,LASSEN,,
CA,JOHNSVILLE,PLUMAS,,
CA,JOLON,MONTEREY,,
CA,JOSHUA TREE,SAN BERNARDINO,,
CA,JULIAN,SAN DIEGO,,
CA,JUNCTION CITY,TRINITY,,
CA,JUNE LAKE,MONO,,
CA,JUNIPER HILLS,LOS ANGELES,,
CA,JURUPA VALLEY,RIVERSIDE,,
CA,KAGEL CANYON,LOS ANGELES,,
CA,KAWEAH,TULARE,,
CA,KEELER,INYO,,
CA,KEENE,KERN,,
CA,KELSEY,EL DORADO,,
CA,KELSEYVILLE,LAKE,,
CA,KELSO,SAN BERNARDINO,,
CA,KENSINGTON,ALAMEDA,,
CA,KENTFIELD,MARIN,,
CA,KENWOOD,SONOMA,,
CA,KERMAN,FRESNO,,
CA,KERNVILLE,KERN,,
CA,KESWICK,SHASTA,,
CA,KETTLEMAN CITY,KINGS,,
CA,KEYES,STANISLAUS,,
CA,KING CITY,MONTEREY,,
CA,KINGS BEACH,PLACER,,
CA,KINGS CANYON NATIONAL PK,TULARE,,
CA,KINGSBURG,FRESNO,,
CA,KINGVALE,NEVADA,,
CA,KIRKWOOD,ALPINE,,
CA,KIT CARSON,AMADOR,,
CA,KLAMATH RIVER,SISKIYOU,,
CA,KLAMATH,DEL NORTE,,
CA,KNEELAND,HUMBOLDT,,
CA,KNIGHTS FERRY,STANISLAUS,,
CA,KNIGHTS LANDING,YOLO,,
CA,KNIGHTSEN,CONTRA COSTA,,
CA,KORBEL,HUMBOLDT,,
CA,KRAMER JUNCTION,KERN,,
CA,KYBURZ,EL DORADO,,
CA,LA CANADA FLINTRIDGE,LOS ANGELES,,
CA,LA CANADA,LOS ANGELES,,
CA,LA CONCHITA,VENTURA,,
CA,LA COSTA,SAN DIEGO,,
CA,LA CRESCENTA,LOS ANGELES,,
CA,LA GRANGE,STANISLAUS,,
CA,LA HABRA HEIGHTS,ORANGE,,
CA,LA HABRA,ORANGE,,
CA,LA HONDA,SAN MATEO,,
CA,LA JOLLA,SAN DIEGO,,
CA,LA MESA,SAN DIEGO,,
CA,LA MIRADA,LOS ANGELES,,
CA,LA PALMA,ORANGE,,
CA,LA PORTE,BUTTE,,
CA,LA PUENTE,LOS ANGELES,,
CA,LA QUINTA,RIVERSIDE,,
CA,LA SELVA BEACH,SANTA CRUZ,,
CA,LA VERNE,LOS ANGELES,,
CA,LADERA RANCH,ORANGE,,
CA,LAFAYETTE,CONTRA COSTA,,
CA,LAGUNA BEACH,ORANGE,,
CA,LAGUNA HILLS,ORANGE,,
CA,LAGUNA NIGUEL,ORANGE,,
CA,LAGUNA WOODS,ORANGE,,
CA,LAGUNITAS,MARIN,,
CA,LAKE ALMANOR,LASSEN,,
CA,LAKE ARROWHEAD,SAN BERNARDINO,,
CA,LAKE BALBOA,LOS ANGELES,,
CA,LAKE CITY,MODOC,,
CA,LAKE ELSINORE,RIVERSIDE,,
CA,LAKE FOREST,ORANGE,,
CA,LAKE HUGHES,LOS ANGELES,,
CA,LAKE ISABELLA,KERN,,
CA,LAKE LOS ANGELES,LOS ANGELES,,
CA,LAKE MARY,MONO,,
CA,LAKE MATHEWS,RIVERSIDE,,
CA,LAKE OF THE PINES,PLACER,,
CA,LAKE SAN MARCOS,SAN DIEGO,,
CA,LAKE SHERWOOD,VENTURA,,
CA,LAKE VIEW TERRACE,LOS ANGELES,,
CA,LAKE WILDWOOD,NEVADA,,
CA,LAKEHEAD,SHASTA,,
CA,LAKEPORT,LAKE,,
CA,LAKESHORE,FRESNO,,
CA,LAKESIDE,SAN DIEGO,,
CA,LAKEVIEW,RIVERSIDE,,
CA,LAKEVILLE,SONOMA,,
CA,LAKEWOOD,LOS ANGELES,,
CA,LAMONT,KERN,,
CA,LANCASTER,LOS ANGELES,,
CA,LANDERS,SAN BERNARDINO,,
CA,LARKFIELD,SONOMA,,
CA,LARKSPUR,MARIN,,
CA,LATHROP,SAN JOAQUIN,,
CA,LATON,FRESNO,,
CA,LATROBE,EL DORADO,,
CA,LAWNDALE,LOS ANGELES,,
CA,LAWS,INYO,,
CA,LAYTONVILLE,MENDOCINO,,
CA,LE GRAND,MERCED,,
CA,LEBEC,KERN,,
CA,LEE VINING,MONO,,
CA,LEESVILLE,COLUSA,,
CA,LEGGETT,MENDOCINO,,
CA,LEIMERT PARK,LOS ANGELES,,
CA,LEMON COVE,TULARE,,
CA,LEMON GROVE,SAN DIEGO,,
CA,LEMOORE,KINGS,,
CA,LEONA VALLEY,LOS ANGELES,,
CA,LEWISTON,TRINITY,,
CA,LIKELY,MODOC,,
CA,LINCOLN ACRES,SAN DIEGO,,
CA,LINCOLN HEIGHTS,LOS ANGELES,,
CA,LINCOLN,PLACER,,
CA,LINDA,YUBA,,
CA,LINDEN,SAN JOAQUIN,,
CA,LINDSAY,TULARE,,
CA,LITCHFIELD,LASSEN,,
CA,LITTLE LAKE,INYO,,
CA,LITTLE RIVER,MENDOCINO,,
CA,LITTLE VALLEY,SHASTA,,
CA,LITTLEROCK,LOS ANGELES,,
CA,LIVE OAK,SUTTER,,
CA,LIVERMORE,ALAMEDA,,
CA,LIVINGSTON,MERCED,,
CA,LLANO,LOS ANGELES,,
CA,LOCH LOMOND,LAKE,,
CA,LOCKEFORD,SAN JOAQUIN,,
CA,LOCKWOOD,MONTEREY,,
CA,LODI,SAN JOAQUIN,,
CA,LODOGA,COLUSA,,
CA,LOLETA,HUMBOLDT,,
CA,LOMA LINDA,SAN BERNARDINO,,
CA,LOMA MAR,SAN MATEO,,
CA,LOMA RICA,YUBA,,
CA,LOMITA,LOS ANGELES,,
CA,LOMPICO,SANTA CRUZ,,
CA,LOMPOC,SANTA BARBARA,,
CA,LONDON,TULARE,,
CA,LONE PINE,INYO,,
CA,LONG BARN,TUOLUMNE,,
CA,LONG BEACH,LOS ANGELES,,
CA,LOOKOUT,MODOC,,
CA,LOOMIS,PLACER,,
CA,LORAINE,KERN,,
CA,LOS ALAMITOS,ORANGE,,
CA,LOS ALAMOS,SANTA BARBARA,,
CA,LOS ALTOS HILLS,SANTA CLARA,,
CA,LOS ALTOS,SANTA CLARA,,
CA,LOS ANGELES,LOS ANGELES,,
CA,LOS BANOS,MERCED,,
CA,LOS GATOS,SANTA CLARA,,
CA,LOS MOLINOS,TEHAMA,,
CA,LOS NIETOS,LOS ANGELES,,
CA,LOS OLIVOS,SANTA BARBARA,,
CA,LOS OSOS,SAN LUIS OBISPO,,
CA,LOST HILLS,KERN,,
CA,LOTUS,EL DORADO,,
CA,LOWER LAKE,LAKE,,
CA,LOYALTON,SIERRA,,
CA,LUCERNE VALLEY,SAN BERNARDINO,,
CA,LUCERNE,LAKE,,
CA,LUCIA,MONTEREY,,
CA,LUDLOW,SAN BERNARDINO,,
CA,LYNWOOD,LOS ANGELES,,
CA,LYTLE CREEK,SAN BERNARDINO,,
CA,MACDOEL,SISKIYOU,,
CA,MAD RIVER,TRINITY,,
CA,MADELINE,LASSEN,,
CA,MADERA,MADERA,,
CA,MADISON,YOLO,,
CA,MAGALIA,BUTTE,,
CA,MAGRA,PLACER,,
CA,MALAGA,FRESNO,,
CA,MALIBU,LOS ANGELES,,
CA,MAMMOTH LAKES,MONO,,
CA,MANCHESTER,MENDOCINO,,
CA,MANHATTAN BEACH,LOS ANGELES,,
CA,MANILA,HUMBOLDT,,
CA,MANTECA,SAN JOAQUIN,,
CA,MANTON,TEHAMA,,
CA,MARICOPA,KERN,,
CA,MARIN CITY,MARIN,,
CA,MARINA DEL REY,LOS ANGELES,,
CA,MARINA,MONTEREY,,
CA,MARIPOSA,MARIPOSA,,
CA,MARKLEEVILLE,ALPINE,,
CA,MARSHALL,MARIN,,
CA,MARTELL,AMADOR,1/1/2020,removed from the list of cities
CA,MARTINEZ,CONTRA COSTA,,
CA,MARYSVILLE,YUBA,,
CA,MASSACK,PLUMAS,,
CA,MATHER,SACRAMENTO,,
CA,MAXWELL,COLUSA,,
CA,MAYWOOD,LOS ANGELES,,
CA,MC FARLAND,KERN,,
CA,MC KITTRICK,KERN,,
CA,MCARTHUR,SHASTA,,
CA,MCCLELLAN,SACRAMENTO,,
CA,MCCLOUD,SISKIYOU,,
CA,MCKINLEYVILLE,HUMBOLDT,,
CA,MEADOW VALLEY,PLUMAS,,
CA,MEADOW VISTA,PLACER,,
CA,MECCA,RIVERSIDE,,
CA,MEEKS BAY,EL DORADO,,
CA,MEINERS OAKS,VENTURA,,
CA,MENDOCINO,MENDOCINO,,
CA,MENDOTA,FRESNO,,
CA,MENIFEE,RIVERSIDE,,
CA,MENLO PARK,SAN MATEO,,
CA,MENTONE,SAN BERNARDINO,,
CA,MERCED,MERCED,,
CA,MERIDIAN,SUTTER,,
CA,MESA VERDE,RIVERSIDE,,
CA,MESA VISTA,ALPINE,,
CA,MEYERS,EL DORADO,,
CA,MI WUK VILLAGE,TUOLUMNE,,
CA,MICHIGAN BLUFF,PLACER,,
CA,MIDDLETOWN,LAKE,,
CA,MIDPINES,MARIPOSA,,
CA,MIDWAY CITY,ORANGE,,
CA,MILFORD,LASSEN,,
CA,MILL CREEK,TEHAMA,,
CA,MILL VALLEY,MARIN,,
CA,MILLBRAE,SAN MATEO,,
CA,MILLS ORCHARD,GLENN,,
CA,MILLVILLE,SHASTA,,
CA,MILPITAS,SANTA CLARA,,
CA,MINERAL,TEHAMA,,
CA,MINKLER,FRESNO,,
CA,MIRA LOMA,RIVERSIDE,,
CA,MIRADA,LOS ANGELES,,
CA,MIRAMONTE,FRESNO,,
CA,MIRANDA,HUMBOLDT,,
CA,MISSION HILLS,LOS ANGELES,,
CA,MISSION VIEJO,ORANGE,,
CA,MOCCASIN,TUOLUMNE,,
CA,MODESTO,STANISLAUS,,
CA,MODJESKA CANYON,ORANGE,,
CA,MOFFETT FIELD,SANTA CLARA,,
CA,MOJAVE,KERN,,
CA,MOKELUMNE HILL,CALAVERAS,,
CA,MONARCH BAY,ORANGE,,
CA,MONARCH BEACH,ORANGE,,
CA,MONO CITY,MONO,,
CA,MONO HOT SPRINGS,FRESNO,,
CA,MONOLITH,KERN,,
CA,MONROVIA,LOS ANGELES,,
CA,MONTAGUE,SISKIYOU,,
CA,MONTARA,SAN MATEO,,
CA,MONTCLAIR,SAN BERNARDINO,,
CA,MONTE NIDO,LOS ANGELES,,
CA,MONTE RIO,SONOMA,,
CA,MONTE SERENO,SANTA CLARA,,
CA,MONTE VISTA,SANTA CLARA,,
CA,MONTEBELLO,LOS ANGELES,,
CA,MONTECITO,SANTA BARBARA,,
CA,MONTEREY PARK,LOS ANGELES,,
CA,MONTEREY,MONTEREY,,
CA,MONTGOMERY CREEK,SHASTA,,
CA,MONTROSE,LOS ANGELES,,
CA,MOORPARK,VENTURA,,
CA,MORADA,SAN JOAQUIN,,
CA,MORAGA,CONTRA COSTA,,
CA,MORENO VALLEY,RIVERSIDE,,
CA,MORGAN HILL,SANTA CLARA,,
CA,MORONGO VALLEY,SAN BERNARDINO,,
CA,MORRO BAY,SAN LUIS OBISPO,,
CA,MOSS BEACH,SAN MATEO,,
CA,MOSS LANDING,MONTEREY,,
CA,MOUNT AUKUM,EL DORADO,,
CA,MOUNT EDEN,ALAMEDA,,
CA,MOUNT HAMILTON,SANTA CLARA,,
CA,MOUNT HERMON,SANTA CRUZ,,
CA,MOUNT LAGUNA,SAN DIEGO,,
CA,MOUNT SHASTA,SISKIYOU,,
CA,MOUNT SIGNAL,IMPERIAL,,
CA,MOUNT WILSON,LOS ANGELES,,
CA,MOUNTAIN CENTER,RIVERSIDE,,
CA,MOUNTAIN HOME VILLAGE,SAN BERNARDINO,,
CA,MOUNTAIN HOUSE,SAN JOAQUIN,,
CA,MOUNTAIN MESA,KERN,,
CA,MOUNTAIN PASS,SAN BERNARDINO,,
CA,MOUNTAIN RANCH,CALAVERAS,,
CA,MOUNTAIN VIEW,SANTA CLARA,,
CA,MT BALDY,SAN BERNARDINO,,
CA,MT MADONNA,SANTA CRUZ,,
CA,MUIR BEACH,MARIN,,
CA,MURPHYS,CALAVERAS,,
CA,MURRIETA,RIVERSIDE,,
CA,MUSCOY,SAN BERNARDINO,,
CA,MYERS FLAT,HUMBOLDT,,
CA,NAPA,NAPA,,
CA,NAS NORTH ISLAND,SAN DIEGO,,
CA,NASHVILLE,EL DORADO,,
CA,NATIONAL CITY,SAN DIEGO,,
CA,NAVARRO,MENDOCINO,,
CA,NAVELENCIA,FRESNO,,
CA,NEEDLES,SAN BERNARDINO,,
CA,NEENACH,LOS ANGELES,,
CA,NELSON,BUTTE,,
CA,NESTOR,SAN DIEGO,,
CA,NEVADA CITY,NEVADA,,
CA,NEW ALMADEN,SANTA CLARA,,
CA,NEW CUYAMA,SANTA BARBARA,,
CA,NEWARK,ALAMEDA,,
CA,NEWBERRY SPRINGS,SAN BERNARDINO,,
CA,NEWBURY PARK,VENTURA,,
CA,NEWCASTLE,PLACER,,
CA,NEWELL,SISKIYOU,,
CA,NEWHALL,LOS ANGELES,,
CA,NEWMAN,STANISLAUS,,
CA,NEWPORT BEACH,ORANGE,,
CA,NEWPORT COAST,ORANGE,,
CA,NEWTOWN,EL DORADO,,
CA,NEWVILLE,GLENN,,
CA,NICASIO,MARIN,,
CA,NICE,LAKE,,
CA,NICOLAUS,SUTTER,,
CA,NILAND,IMPERIAL,,
CA,NIPOMO,SAN LUIS OBISPO,,
CA,NIPTON,SAN BERNARDINO,,
CA,NORCO,RIVERSIDE,,
CA,NORD,BUTTE,,
CA,NORDEN,NEVADA,,
CA,NORTH BLOOMFIELD,NEVADA,,
CA,NORTH COLUMBIA,NEVADA,,
CA,NORTH EDWARDS,KERN,,
CA,NORTH FORK,MADERA,,
CA,NORTH HIGHLANDS,SACRAMENTO,,
CA,NORTH HILLS,LOS ANGELES,,
CA,NORTH HOLLYWOOD,LOS ANGELES,,
CA,NORTH PALM SPRINGS,RIVERSIDE,,
CA,NORTH RICHMOND,CONTRA COSTA,,
CA,NORTH SAN JUAN,NEVADA,,
CA,NORTH SHORE,RIVERSIDE,,
CA,NORTH TUSTIN,ORANGE,,
CA,NORTHRIDGE,LOS ANGELES,,
CA,NORTHSTAR,NEVADA,,
CA,NORWALK,LOS ANGELES,,
CA,NOVATO,MARIN,,
CA,NOYO,MENDOCINO,,
CA,NUBIEBER,LASSEN,,
CA,NUEVO,RIVERSIDE,,
CA,O NEALS,MADERA,,
CA,OAK GLEN,SAN BERNARDINO,,
CA,OAK HILLS,SAN BERNARDINO,,
CA,OAK PARK,VENTURA,,
CA,OAK RUN,SHASTA,,
CA,OAK VIEW,VENTURA,,
CA,OAKDALE,STANISLAUS,,
CA,OAKHURST,MADERA,,
CA,OAKLAND,ALAMEDA,,
CA,OAKLEY,CONTRA COSTA,,
CA,OAKVILLE,NAPA,,
CA,OAKWOOD,LOS ANGELES,,
CA,OBRIEN,SHASTA,,
CA,OCCIDENTAL,SONOMA,,
CA,OCEANO,SAN LUIS OBISPO,,
CA,OCEANSIDE,SAN DIEGO,,
CA,OCOTILLO,IMPERIAL,,
CA,OJAI,VENTURA,,
CA,OLANCHA,INYO,,
CA,OLD STATION,SHASTA,,
CA,OLEMA,MARIN,,
CA,OLIVEHURST,YUBA,,
CA,OLYMPIC VALLEY,PLACER,,
CA,OMO RANCH,EL DORADO,,
CA,ONO,SHASTA,,
CA,ONTARIO,SAN BERNARDINO,,
CA,ONYX,KERN,,
CA,OPHIR,PLACER,,
CA,ORANGE COVE,FRESNO,,
CA,ORANGE,ORANGE,,
CA,ORANGEVALE,SACRAMENTO,,
CA,ORCUTT,SANTA BARBARA,,
CA,ORDBEND,GLENN,,
CA,OREGON CITY,BUTTE,,
CA,OREGON HOUSE,YUBA,,
CA,ORICK,HUMBOLDT,,
CA,ORINDA,CONTRA COSTA,,
CA,ORLAND,GLENN,,
CA,ORLEANS,HUMBOLDT,,
CA,ORO GRANDE,SAN BERNARDINO,,
CA,OROSI,TULARE,,
CA,OROVILLE,BUTTE,,
CA,OUTINGDALE,EL DORADO,,
CA,OXNARD,VENTURA,,
CA,PACHECO,CONTRA COSTA,,
CA,PACIFIC GROVE,MONTEREY,,
CA,PACIFIC HOUSE,EL DORADO,,
CA,PACIFIC PALISADES,LOS ANGELES,,
CA,PACIFICA,SAN MATEO,,
CA,PACOIMA,LOS ANGELES,,
CA,PAICINES,SAN BENITO,,
CA,PAINTERSVILLE,SACRAMENTO,,
CA,PAJARO,SANTA CRUZ,,
CA,PALA,SAN DIEGO,,
CA,PALERMO,BUTTE,,
CA,PALM DESERT,RIVERSIDE,,
CA,PALM SPRINGS,RIVERSIDE,,
CA,PALMDALE,LOS ANGELES,,
CA,PALO ALTO,SANTA CLARA,,
CA,PALO CEDRO,SHASTA,,
CA,PALO VERDE,IMPERIAL,,
CA,PALOMAR MOUNTAIN,SAN DIEGO,,
CA,PALOMAR PARK,SAN MATEO,,
CA,PALOS VERDES ESTATES,LOS ANGELES,,
CA,PALOS VERDES PENINSULA,LOS ANGELES,,
CA,PANAMINT SPRINGS,INYO,,
CA,PANOCHE,SAN BENITO,,
CA,PANORAMA CITY,LOS ANGELES,,
CA,PARADISE PARK,SANTA CRUZ,,
CA,PARADISE,BUTTE,,
CA,PARAMOUNT,LOS ANGELES,,
CA,PARKER DAM,SAN BERNARDINO,,
CA,PARKFIELD,SAN LUIS OBISPO,,
CA,PARLIER,FRESNO,,
CA,PASADENA,LOS ANGELES,,
CA,PASKENTA,TEHAMA,,
CA,PASO ROBLES,SAN LUIS OBISPO,,
CA,PATTERSON,STANISLAUS,,
CA,PATTON VILLAGE,LASSEN,,
CA,PATTON,SAN BERNARDINO,,
CA,PAUMA VALLEY,SAN DIEGO,,
CA,PAYNES CREEK,TEHAMA,,
CA,PEANUT,TRINITY,,
CA,PEARBLOSSOM,LOS ANGELES,,
CA,PEARDALE,NEVADA,,
CA,PEARSONVILLE,KERN,,
CA,PEBBLE BEACH,MONTEREY,,
CA,PENN VALLEY,NEVADA,,
CA,PENNGROVE,SONOMA,,
CA,PENRYN,PLACER,,
CA,PERMANENTE,SANTA CLARA,,
CA,PERRIS,RIVERSIDE,,
CA,PESCADERO,SAN MATEO,,
CA,PETALUMA,SONOMA,,
CA,PETROLIA,HUMBOLDT,,
CA,PHELAN,SAN BERNARDINO,,
CA,PHILLIPS RANCH,LOS ANGELES,,
CA,PHILLIPSVILLE,HUMBOLDT,,
CA,PHILO,MENDOCINO,,
CA,PICO RIVERA,LOS ANGELES,,
CA,PIEDMONT,ALAMEDA,,
CA,PIEDRA,FRESNO,,
CA,PIERCY,MENDOCINO,,
CA,PIKE,NEVADA,,
CA,PILOT HILL,EL DORADO,,
CA,PINE GROVE,AMADOR,,
CA,PINE MOUNTAIN CLUB,KERN,,
CA,PINE VALLEY,SAN DIEGO,,
CA,PINECREST,TUOLUMNE,,
CA,PINEDALE,FRESNO,,
CA,PINEHURST,FRESNO,,
CA,PINERIDGE,FRESNO,,
CA,PINOLE,CONTRA COSTA,,
CA,PINON HILLS,SAN BERNARDINO,,
CA,PINYON PINES,RIVERSIDE,,
CA,PIONEER POINT,SAN BERNARDINO,,
CA,PIONEER,AMADOR,,
CA,PIONEERTOWN,SAN BERNARDINO,,
CA,PIRU,VENTURA,,
CA,PISMO BEACH,SAN LUIS OBISPO,,
CA,PITTSBURG,CONTRA COSTA,,
CA,PIXLEY,TULARE,,
CA,PLACENTIA,ORANGE,,
CA,PLACERVILLE,EL DORADO,,
CA,PLANADA,MERCED,,
CA,PLATINA,SHASTA,,
CA,PLAYA DEL REY,LOS ANGELES,,
CA,PLAYA VISTA,LOS ANGELES,,
CA,PLEASANT GROVE,SUTTER,,
CA,PLEASANT HILL,CONTRA COSTA,,
CA,PLEASANT VALLEY,EL DORADO,,
CA,PLEASANTON,ALAMEDA,,
CA,PLUMAS LAKE,YUBA,,
CA,PLYMOUTH,AMADOR,,
CA,POINT ARENA,MENDOCINO,,
CA,POINT REYES STATION,MARIN,,
CA,POINT RICHMOND,CONTRA COSTA,,
CA,POLLOCK PINES,EL DORADO,,
CA,POMONA,LOS ANGELES,,
CA,POPE VALLEY,NAPA,,
CA,POPLAR,TULARE,,
CA,PORT COSTA,CONTRA COSTA,,
CA,PORT HUENEME,VENTURA,,
CA,PORTER RANCH,LOS ANGELES,,
CA,PORTERVILLE,TULARE,,
CA,PORTOLA HILLS,ORANGE,,
CA,PORTOLA VALLEY,SAN MATEO,,
CA,PORTOLA,PLUMAS,,
CA,POSEY,TULARE,,
CA,POTRERO,SAN DIEGO,,
CA,POTTER VALLEY,MENDOCINO,,
CA,POWAY,SAN DIEGO,,
CA,POZO,SAN LUIS OBISPO,,
CA,PRATHER,FRESNO,,
CA,PRATTVILLE,PLUMAS,,
CA,PRESIDIO OF MONTEREY,MONTEREY,,
CA,PRINCETON,COLUSA,,
CA,PROBERTA,TEHAMA,,
CA,PROJECT CITY,SHASTA,,
CA,PRUNEDALE,MONTEREY,,
CA,PULGA,BUTTE,,
CA,PUMPKIN CENTER,KERN,,
CA,QUAIL VALLEY,RIVERSIDE,,
CA,QUARTZ HILL,LOS ANGELES,,
CA,QUINCY,PLUMAS,,
CA,RACKERBY,YUBA,,
CA,RAGGED POINT,SAN LUIS OBISPO,,
CA,RAIL ROAD FLAT,CALAVERAS,,
CA,RAINBOW,SAN DIEGO,,
CA,RAISIN CITY,FRESNO,,
CA,RAMONA,SAN DIEGO,,
CA,RANCHITA,SAN DIEGO,,
CA,RANCHO BELAGO,RIVERSIDE,,
CA,RANCHO CORDOVA,SACRAMENTO,,
CA,RANCHO CUCAMONGA,SAN BERNARDINO,,
CA,RANCHO DOMINGUEZ,LOS ANGELES,,
CA,RANCHO MIRAGE,RIVERSIDE,,
CA,RANCHO MISSION VIEJO,ORANGE,,
CA,RANCHO MURIETA,SACRAMENTO,,
CA,RANCHO PALOS VERDES,LOS ANGELES,,
CA,RANCHO PARK,LOS ANGELES,,
CA,RANCHO SANTA FE,SAN DIEGO,,
