State,City,County,Inactive Date,Changes_20191117
CA,RANCHO SANTA MARGARITA,ORANGE,,
CA,RANCHO SUEY,SANTA BARBARA,,
CA,RANDSBURG,KERN,,
CA,RAVENDALE,LASSEN,,
CA,RAYMOND,MADERA,,
CA,RED BLUFF,TEHAMA,,
CA,RED MOUNTAIN,KERN,,
CA,REDCREST,HUMBOLDT,,
CA,REDDING,SHASTA,,
CA,REDLANDS,SAN BERNARDINO,,
CA,REDONDO BEACH,LOS ANGELES,,
CA,REDWAY,HUMBOLDT,,
CA,REDWOOD CITY,SAN MATEO,,
CA,REDWOOD ESTATES,SANTA CLARA,,
CA,REDWOOD LODGE,MENDOCINO,,
CA,REDWOOD VALLEY,MENDOCINO,,
CA,REEDLEY,FRESNO,,
CA,RESCUE,EL DORADO,,
CA,RESEDA,LOS ANGELES,,
CA,RIALTO,SAN BERNARDINO,,
CA,RICHGROVE,TULARE,,
CA,RICHMOND,CONTRA COSTA,,
CA,RICHVALE,BUTTE,,
CA,RIDGECREST,KERN,,
CA,RIMFOREST,SAN BERNARDINO,,
CA,RIO DELL,HUMBOLDT,,
CA,RIO LINDA,SACRAMENTO,,
CA,RIO NIDO,SONOMA,,
CA,RIO OSO,SUTTER,,
CA,RIO VISTA,SOLANO,,
CA,RIPLEY,RIVERSIDE,,
CA,RIPON,SAN JOAQUIN,,
CA,RIVER PINES,AMADOR,,
CA,RIVERBANK,STANISLAUS,,
CA,RIVERDALE,FRESNO,,
CA,RIVERSIDE,RIVERSIDE,,
CA,ROBBINS,SUTTER,,
CA,ROBINSON RANCH,ORANGE,,
CA,ROBINSONS CORNER,BUTTE,,
CA,ROBLES DEL RIO,MONTEREY,,
CA,ROCK CREEK,PLUMAS,,
CA,ROCK CREST,PLUMAS,,
CA,ROCKLIN,PLACER,,
CA,ROCKPORT,MENDOCINO,,
CA,RODEO,CONTRA COSTA,,
CA,ROHNERT PARK,SONOMA,,
CA,ROLINDA,FRESNO,,
CA,ROLLING HILLS ESTATES,LOS ANGELES,,
CA,ROLLING HILLS,LOS ANGELES,,
CA,ROMOLAND,RIVERSIDE,,
CA,ROSAMOND,KERN,,
CA,ROSEMEAD,LOS ANGELES,,
CA,ROSEVILLE,PLACER,,
CA,ROSS,MARIN,,
CA,ROSSMOOR,ORANGE,,
CA,ROUGH AND READY,NEVADA,,
CA,ROUND MOUNTAIN,SHASTA,,
CA,ROVANA,INYO,,
CA,ROWLAND HEIGHTS,LOS ANGELES,,
CA,ROYAL OAKS,SANTA CRUZ,,
CA,RUMSEY,YOLO,,
CA,RUNNING SPRINGS,SAN BERNARDINO,,
CA,RUSSIAN RIVER MDWS,SONOMA,,
CA,RUTH,HUMBOLDT,,
CA,RUTHERFORD,NAPA,,
CA,RYDE,SACRAMENTO,,
CA,SACRAMENTO,SACRAMENTO,,
CA,SAGE,RIVERSIDE,,
CA,SAINT HELENA,NAPA,,
CA,SALIDA,STANISLAUS,,
CA,SALINAS,MONTEREY,,
CA,SALMON CREEK,SONOMA,,
CA,SALTON CITY,IMPERIAL,,
CA,SALYER,TRINITY,,
CA,SAMOA,HUMBOLDT,,
CA,SAN ANDREAS,CALAVERAS,,
CA,SAN ANSELMO,MARIN,,
CA,SAN ARDO,MONTEREY,,
CA,SAN BENITO,SAN BENITO,,
CA,SAN BERNARDINO,SAN BERNARDINO,,
CA,SAN BRUNO,SAN MATEO,,
CA,SAN CARLOS,SAN MATEO,,
CA,SAN CLEMENTE,ORANGE,,
CA,SAN DIEGO,SAN DIEGO,,
CA,SAN DIMAS,LOS ANGELES,,
CA,SAN FERNANDO,LOS ANGELES,,
CA,SAN FRANCISCO,SAN FRANCISCO,,
CA,SAN GABRIEL,LOS ANGELES,,
CA,SAN GERONIMO,MARIN,,
CA,SAN GREGORIO,SAN MATEO,,
CA,SAN JACINTO,RIVERSIDE,,
CA,SAN JOAQUIN,FRESNO,,
CA,SAN JOSE,SANTA CLARA,,
CA,SAN JUAN BAUTISTA,SAN BENITO,,
CA,SAN JUAN CAPISTRANO,ORANGE,,
CA,SAN LEANDRO,ALAMEDA,,
CA,SAN LORENZO,ALAMEDA,,
CA,SAN LUCAS,MONTEREY,,
CA,SAN LUIS OBISPO,SAN LUIS OBISPO,,
CA,SAN LUIS REY,SAN DIEGO,,
CA,SAN MARCOS,SAN DIEGO,,
CA,SAN MARINO,LOS ANGELES,,
CA,SAN MARTIN,SANTA CLARA,,
CA,SAN MATEO,SAN MATEO,,
CA,SAN MIGUEL,SAN LUIS OBISPO,,
CA,SAN PABLO,CONTRA COSTA,,
CA,SAN PEDRO,LOS ANGELES,,
CA,SAN QUENTIN,MARIN,,
CA,SAN RAFAEL,MARIN,,
CA,SAN RAMON,CONTRA COSTA,,
CA,SAN SIMEON,SAN LUIS OBISPO,,
CA,SAN YSIDRO,SAN DIEGO,,
CA,SAND CANYON,KERN,,
CA,SAND CITY,MONTEREY,,
CA,SANDBERG,LOS ANGELES,,
CA,SANFORD,LOS ANGELES,,
CA,SANGER,FRESNO,,
CA,SANTA ANA,ORANGE,,
CA,SANTA BARBARA,SANTA BARBARA,,
CA,SANTA CLARA,SANTA CLARA,,
CA,SANTA CLARITA,LOS ANGELES,,
CA,SANTA CRUZ,SANTA CRUZ,,
CA,SANTA FE SPRINGS,LOS ANGELES,,
CA,SANTA MARGARITA,SAN LUIS OBISPO,,
CA,SANTA MARIA,SANTA BARBARA,,
CA,SANTA MONICA,LOS ANGELES,,
CA,SANTA NELLA,MERCED,,
CA,SANTA PAULA,VENTURA,,
CA,SANTA RITA PARK,MERCED,,
CA,SANTA ROSA VALLEY,VENTURA,,
CA,SANTA ROSA,SONOMA,,
CA,SANTA SUSANA,VENTURA,,
CA,SANTA YNEZ,SANTA BARBARA,,
CA,SANTA YSABEL,SAN DIEGO,,
CA,SANTEE,SAN DIEGO,,
CA,SARATOGA HILLS,LOS ANGELES,,
CA,SARATOGA,SANTA CLARA,,
CA,SATICOY,VENTURA,,
CA,SATTLEY,SIERRA,,
CA,SAUGUS,LOS ANGELES,,
CA,SAUSALITO,MARIN,,
CA,SAWYERS BAR,SISKIYOU,,
CA,SCHELLVILLE,SONOMA,,
CA,SCOTIA,HUMBOLDT,,
CA,SCOTT BAR,SISKIYOU,,
CA,SCOTTS VALLEY,SANTA CRUZ,,
CA,SEACLIFF,SANTA CRUZ,,
CA,SEAL BEACH,ORANGE,,
CA,SEASIDE,MONTEREY,,
CA,SEBASTOPOL,SONOMA,,
CA,SEELEY,IMPERIAL,,
CA,SEIAD VALLEY,SISKIYOU,,
CA,SELMA,FRESNO,,
CA,SENECA,PLUMAS,,
CA,SEPULVEDA,LOS ANGELES,,
CA,SEQUOIA NATIONAL PARK,TULARE,,
CA,SEVEN OAKS,SAN BERNARDINO,,
CA,SHADOW HILLS,LOS ANGELES,,
CA,SHADY GLEN,PLACER,,
CA,SHAFTER,KERN,,
CA,SHANDON,SAN LUIS OBISPO,,
CA,SHARON,MADERA,,
CA,SHASTA LAKE,SHASTA,,
CA,SHASTA,SHASTA,,
CA,SHAVER LAKE,FRESNO,,
CA,SHEEP RANCH,CALAVERAS,,
CA,SHELL BEACH,SAN LUIS OBISPO,,
CA,SHELTER COVE,HUMBOLDT,,
CA,SHERIDAN,PLACER,,
CA,SHERMAN OAKS,LOS ANGELES,,
CA,SHERMAN VILLAGE,LOS ANGELES,,
CA,SHERWOOD FOREST,LOS ANGELES,,
CA,SHINGLE SPRINGS,EL DORADO,,
CA,SHINGLETOWN,SHASTA,,
CA,SHOSHONE,INYO,,
CA,SIERRA CITY,SIERRA,,
CA,SIERRA MADRE,LOS ANGELES,,
CA,SIERRAVILLE,SIERRA,,
CA,SIGNAL HILL,LOS ANGELES,,
CA,SILVER LAKES,SAN BERNARDINO,,
CA,SILVERADO,ORANGE,,
CA,SIMI VALLEY,VENTURA,,
CA,SISQUOC,SANTA BARBARA,,
CA,SITES,COLUSA,,
CA,SKY VALLEY,RIVERSIDE,,
CA,SKYFOREST,SAN BERNARDINO,,
CA,SLOUGHHOUSE,SACRAMENTO,,
CA,SMARTSVILLE,NEVADA,,
CA,SMITH RIVER,DEL NORTE,,
CA,SNELLING,MERCED,,
CA,SODA SPRINGS,NEVADA,,
CA,SOLANA BEACH,SAN DIEGO,,
CA,SOLEDAD,MONTEREY,,
CA,SOLVANG,SANTA BARBARA,,
CA,SOMERSET,EL DORADO,,
CA,SOMES BAR,SISKIYOU,,
CA,SOMIS,VENTURA,,
CA,SONOMA,SONOMA,,
CA,SONORA,TUOLUMNE,,
CA,SOQUEL,SANTA CRUZ,,
CA,SOULSBYVILLE,TUOLUMNE,,
CA,SOUTH DOS PALOS,MERCED,,
CA,SOUTH EL MONTE,LOS ANGELES,,
CA,SOUTH GATE,LOS ANGELES,,
CA,SOUTH LAKE TAHOE,EL DORADO,,
CA,SOUTH OROVILLE,BUTTE,,
CA,SOUTH PASADENA,LOS ANGELES,,
CA,SOUTH SAN FRANCISCO,SAN MATEO,,
CA,SPANISH FLAT,NAPA,,
CA,SPANISH RANCH,PLUMAS,,
CA,SPAULDING,LASSEN,,
CA,SPRECKELS,MONTEREY,,
CA,SPRING GARDEN,PLUMAS,,
CA,SPRING HILL,NEVADA,,
CA,SPRING VALLEY LAKE,SAN BERNARDINO,,
CA,SPRING VALLEY,SAN DIEGO,,
CA,SPRINGVILLE,TULARE,,
CA,SQUAW VALLEY,FRESNO,,
CA,STALLION SPRINGS,KERN,,
CA,STANDARD,TUOLUMNE,,
CA,STANDISH,LASSEN,,
CA,STANFORD,SANTA CLARA,,
CA,STANTON,ORANGE,,
CA,STEVENSON RANCH,LOS ANGELES,,
CA,STEVINSON,MERCED,,
CA,STEWARTS POINT,SONOMA,,
CA,STINSON BEACH,MARIN,,
CA,STIRLING CITY,BUTTE,,
CA,STOCKTON,SAN JOAQUIN,,
CA,STONYFORD,COLUSA,,
CA,STORRIE,PLUMAS,,
CA,STRATFORD,KINGS,,
CA,STRATHMORE,TULARE,,
CA,STRAWBERRY VALLEY,YUBA,,
CA,STRAWBERRY,TUOLUMNE,,
CA,STUDIO CITY,LOS ANGELES,,
CA,SUGARLOAF,SAN BERNARDINO,,
CA,SUISUN CITY,SOLANO,,
CA,SULTANA,TULARE,,
CA,SUMMERLAND,SANTA BARBARA,,
CA,SUMMIT CITY,SHASTA,,
CA,SUN CITY,RIVERSIDE,,
CA,SUN VALLEY,LOS ANGELES,,
CA,SUN VILLAGE,LOS ANGELES,,
CA,SUNLAND,LOS ANGELES,,
CA,SUNNYBROOK,AMADOR,,
CA,SUNNYVALE,SANTA CLARA,,
CA,SUNOL,ALAMEDA,,
CA,SUNSET BEACH,ORANGE,,
CA,SURFSIDE,ORANGE,,
CA,SUSANVILLE,LASSEN,,
CA,SUTTER CREEK,AMADOR,,
CA,SUTTER HILL,AMADOR,,
CA,SUTTER,SUTTER,,
CA,SWALL MEADOWS,INYO,,
CA,SWANSEA,INYO,,
CA,SYCAMORE,SUTTER,,
CA,SYLMAR,LOS ANGELES,,
CA,TAFT,KERN,,
CA,TAHOE CITY,PLACER,,
CA,TAHOE PINES,PLACER,,
CA,TAHOE VISTA,PLACER,,
CA,TAHOMA,EL DORADO,,
CA,TALMAGE,MENDOCINO,,
CA,TAMALPAIS VALLEY,MARIN,,
CA,TARA HILLS,CONTRA COSTA,,
CA,TARZANA,LOS ANGELES,,
CA,TASSAJARA HOT SPRINGS,MONTEREY,,
CA,TAYLORSVILLE,PLUMAS,,
CA,TECATE,SAN DIEGO,,
CA,TECOPA,INYO,,
CA,TEHACHAPI,KERN,,
CA,TEHAMA,TEHAMA,,
CA,TEJON RANCH,KERN,,
CA,TEMECULA,RIVERSIDE,,
CA,TEMESCAL VALLEY,RIVERSIDE,,
CA,TEMPLE CITY,LOS ANGELES,,
CA,TEMPLETON,SAN LUIS OBISPO,,
CA,TERMO,LASSEN,,
CA,TERRA BELLA,TULARE,,
CA,THE CEDARS,NEVADA,,
CA,THE SEA RANCH,SONOMA,,
CA,THERMAL,RIVERSIDE,,
CA,THERMALITO,BUTTE,,
CA,THORNTON,SAN JOAQUIN,,
CA,THOUSAND OAKS,VENTURA,,
CA,THOUSAND PALMS,RIVERSIDE,,
CA,THREE POINTS,LOS ANGELES,,
CA,THREE RIVERS,TULARE,,
CA,THREE ROCKS,FRESNO,,
CA,TIBURON,MARIN,,
CA,TIERRA BUENA,SUTTER,,
CA,TIONESTA,SISKIYOU,,
CA,TIPTON,TULARE,,
CA,TOBIN,PLUMAS,,
CA,TODD VALLEY,PLACER,,
CA,TOLLHOUSE,FRESNO,,
CA,TOLUCA LAKE,LOS ANGELES,,
CA,TOLUCA TERRACE,LOS ANGELES,,
CA,TOMALES,MARIN,,
CA,TOMS PLACE,MONO,,
CA,TONYVILLE,TULARE,,
CA,TOPANGA,LOS ANGELES,,
CA,TOPAZ,MONO,,
CA,TORRANCE,LOS ANGELES,,
CA,TRABUCO CANYON,ORANGE,,
CA,TRABUCO,ORANGE,,
CA,TRACY,SAN JOAQUIN,,
CA,TRANQUILLITY,FRESNO,,
CA,TRAVER,TULARE,,
CA,TRES PINOS,SAN BENITO,,
CA,TRINIDAD,HUMBOLDT,,
CA,TRINITY CENTER,TRINITY,,
CA,TRONA,SAN BERNARDINO,,
CA,TROWBRIDGE,SUTTER,,
CA,TRUCKEE,NEVADA,,
CA,TUJUNGA,LOS ANGELES,,
CA,TULARE,TULARE,,
CA,TULELAKE,SISKIYOU,,
CA,TUOLUMNE MEADOWS,MARIPOSA,,
CA,TUOLUMNE,TUOLUMNE,,
CA,TUPMAN,KERN,,
CA,TURLOCK,STANISLAUS,,
CA,TUSTIN,ORANGE,,
CA,TWAIN HARTE,TUOLUMNE,,
CA,TWAIN,PLUMAS,,
CA,TWENTYNINE PALMS,SAN BERNARDINO,,
CA,TWIN BRIDGES,EL DORADO,,
CA,TWIN PEAKS,SAN BERNARDINO,,
CA,UKIAH,MENDOCINO,,
CA,UNION CITY,ALAMEDA,,
CA,UNIVERSAL CITY,LOS ANGELES,,
CA,UPLAND,SAN BERNARDINO,,
CA,UPPER LAKE,LAKE,,
CA,VACAVILLE,SOLANO,,
CA,VAL VERDE,LOS ANGELES,,
CA,VALENCIA,LOS ANGELES,,
CA,VALERIE,RIVERSIDE,,
CA,VALLECITO,CALAVERAS,,
CA,VALLEJO,SOLANO,,
CA,VALLEY CENTER,SAN DIEGO,,
CA,VALLEY FORD,SONOMA,,
CA,VALLEY GLEN,LOS ANGELES,,
CA,VALLEY HOME,STANISLAUS,,
CA,VALLEY SPRINGS,CALAVERAS,,
CA,VALLEY VILLAGE,LOS ANGELES,,
CA,VALYERMO,LOS ANGELES,,
CA,VAN NUYS,LOS ANGELES,,
CA,VANDENBERG VILLAGE,SANTA BARBARA,,
CA,VENICE,LOS ANGELES,,
CA,VENTURA,VENTURA,,
CA,VERDEMONT,SAN BERNARDINO,,
CA,VERDUGO CITY,LOS ANGELES,,
CA,VERNALIS,SAN JOAQUIN,,
CA,VERNON,LOS ANGELES,,
CA,VERONA,SUTTER,,
CA,VICTOR,SAN JOAQUIN,,
CA,VICTORVILLE,SAN BERNARDINO,,
CA,VIDAL JUNCTION,SAN BERNARDINO,,
CA,VIDAL,SAN BERNARDINO,,
CA,VIEW PARK,LOS ANGELES,,
CA,VILLA GRANDE,SONOMA,,
CA,VILLA PARK,ORANGE,,
CA,VINA,TEHAMA,,
CA,VINEBURG,SONOMA,,
CA,VINTON,PLUMAS,,
CA,VIOLA,SHASTA,,
CA,VIRGILIA,PLUMAS,,
CA,VIRNER,EL DORADO,,
CA,VISALIA,TULARE,,
CA,VISTA SANTA ROSA,RIVERSIDE,,
CA,VISTA,SAN DIEGO,,
CA,VOLCANO,AMADOR,,
CA,VOLCANOVILLE,EL DORADO,,
CA,WALKER,MONO,,
CA,WALLACE,CALAVERAS,,
CA,WALNUT CREEK,CONTRA COSTA,,
CA,WALNUT GROVE,SACRAMENTO,,
CA,WALNUT PARK,LOS ANGELES,,
CA,WALNUT,LOS ANGELES,,
CA,WARNER SPRINGS,SAN DIEGO,,
CA,WASCO,KERN,,
CA,WASHINGTON,NEVADA,,
CA,WATERFORD,STANISLAUS,,
CA,WATSONVILLE,SANTA CRUZ,,
CA,WATTS,LOS ANGELES,,
CA,WAUKENA,TULARE,,
CA,WAWONA,MARIPOSA,,
CA,WEAVERVILLE,TRINITY,,
CA,WEED,SISKIYOU,,
CA,WEIMAR,PLACER,,
CA,WELDON,KERN,,
CA,WENDEL,LASSEN,,
CA,WEOTT,HUMBOLDT,,
CA,WEST COVINA,LOS ANGELES,,
CA,WEST HILLS,LOS ANGELES,,
CA,WEST HOLLYWOOD,LOS ANGELES,,
CA,WEST LINDA,YUBA,,
CA,WEST LOS ANGELES,LOS ANGELES,,
CA,WEST MENLO PARK,SAN MATEO,,
CA,WEST POINT,CALAVERAS,,
CA,WEST SACRAMENTO,YOLO,,
CA,WEST TOLUCA LAKE,LOS ANGELES,,
CA,WESTCHESTER,LOS ANGELES,,
CA,WESTLAKE VILLAGE,VENTURA,,
CA,WESTLEY,STANISLAUS,,
CA,WESTMINSTER,ORANGE,,
CA,WESTMORLAND,IMPERIAL,,
CA,WESTPORT,MENDOCINO,,
CA,WESTWOOD,LASSEN,,
CA,WHEATLAND,YUBA,,
CA,WHISKEYTOWN,SHASTA,,
CA,WHITETHORN,HUMBOLDT,,
CA,WHITEWATER,RIVERSIDE,,
CA,WHITMORE,SHASTA,,
CA,WHITTIER,LOS ANGELES,,
CA,WILBUR SPRINGS,COLUSA,,
CA,WILDOMAR,RIVERSIDE,,
CA,WILDWOOD,SHASTA,,
CA,WILLIAMS,COLUSA,,
CA,WILLITS,MENDOCINO,,
CA,WILLOW CREEK,HUMBOLDT,,
CA,WILLOW SPRINGS,KERN,,
CA,WILLOWS,GLENN,,
CA,WILMINGTON,LOS ANGELES,,
CA,WILSEYVILLE,CALAVERAS,,
CA,WILTON,SACRAMENTO,,
CA,WINCHESTER,RIVERSIDE,,
CA,WINDSOR HILLS,LOS ANGELES,,
CA,WINDSOR,SONOMA,,
CA,WINNETKA,LOS ANGELES,,
CA,WINTERHAVEN,IMPERIAL,,
CA,WINTERS,YOLO,,
CA,WINTON,MERCED,,
CA,WISHON,MADERA,,
CA,WITTER SPRINGS,LAKE,,
CA,WOFFORD HEIGHTS,KERN,,
CA,WOODACRE,MARIN,,
CA,WOODBRIDGE,SAN JOAQUIN,,
CA,WOODCREST,RIVERSIDE,,
CA,WOODFORDS,ALPINE,,
CA,WOODLAKE,TULARE,,
CA,WOODLAND HILLS,LOS ANGELES,,
CA,WOODLAND,YOLO,,
CA,WOODLEAF,YUBA,,
CA,WOODSIDE,SAN MATEO,,
CA,WOODVILLE,TULARE,,
CA,WOODY,KERN,,
CA,WRIGHTWOOD,SAN BERNARDINO,,
CA,WYANDOTTE,BUTTE,,
CA,YANKEE HILL,BUTTE,,
CA,YANKEE JIMS,PLACER,,
CA,YERMO,SAN BERNARDINO,,
CA,YETTEM,TULARE,,
CA,YOLO,YOLO,,
CA,YORBA LINDA,ORANGE,,
CA,YORKVILLE,MENDOCINO,,
CA,YOSEMITE NATIONAL PARK,MARIPOSA,,
CA,YOUNTVILLE,NAPA,,
CA,YREKA,SISKIYOU,,
CA,YUBA CITY,SUTTER,,
CA,YUCAIPA,SAN BERNARDINO,,
CA,YUCCA VALLEY,SAN BERNARDINO,,
CA,ZAMORA,YOLO,,
CA,ZENIA,TRINITY,,
CA,BOUQUET CANYON,LOS ANGELES,1/1/2021,removed from the list of cities
CA,BUFFALO HILL,EL DORADO,1/1/2021,removed from the list of cities
CA,CAMP CONNELL,CALAVERAS,1/1/2021,removed from the list of cities
CA,CHAPMANTOWN,BUTTE,1/1/2021,removed from the list of cities
CA,DIAMOND,ORANGE,1/1/2021,removed from the list of cities
CA,JUNE LAKE JUNCTION,MONO,1/1/2021,removed from the list of cities
CA,KENT WOODLANDS,MARIN,1/1/2021,removed from the list of cities
CA,MARINWOOD,MARIN,1/1/2021,removed from the list of cities
CA,NIMSHEW,BUTTE,1/1/2021,removed from the list of cities
CA,OAK GROVE,BUTTE,1/1/2021,removed from the list of cities
CA,OLD FORT JIM,EL DORADO,1/1/2021,removed from the list of cities
CA,ORANGE COVE KINGS CANYON STA,TULARE,1/1/2021,removed from the list of cities
CA,PARADISE PINES,BUTTE,1/1/2021,removed from the list of cities
CA,PENTZ,BUTTE,1/1/2021,removed from the list of cities
CA,RICHARDSON SPRINGS,BUTTE,1/1/2021,removed from the list of cities
CA,WILLOW RANCH,MODOC,1/1/2021,removed from the list of cities
CA,OUT OF STATE CITY,OUT OF STATE,,
CA,UNINCORPORATED AREA-ALAMEDA COUNTY,ALAMEDA,,
CA,UNINCORPORATED AREA-ALPINE COUNTY,ALPINE,,
CA,UNINCORPORATED AREA-AMADOR COUNTY,AMADOR,,
CA,UNINCORPORATED AREA-BUTTE COUNTY,BUTTE,,
CA,UNINCORPORATED AREA-CALAVERAS COUNTY,CALAVERAS,,
CA,UNINCORPORATED AREA-COLUSA COUNTY,COLUSA,,
CA,UNINCORPORATED AREA-CONTRA COSTA COUNTY,CONTRA COSTA,,
CA,UNINCORPORATED AREA-DEL NORTE COUNTY,DEL NORTE,,
CA,UNINCORPORATED AREA-EL DORADO COUNTY,EL DORADO,,
CA,UNINCORPORATED AREA-FRESNO COUNTY,FRESNO,,
CA,UNINCORPORATED AREA-GLENN COUNTY,GLENN,,
CA,UNINCORPORATED AREA-HUMBOLDT COUNTY,HUMBOLDT,,
CA,UNINCORPORATED AREA-IMPERIAL COUNTY,IMPERIAL,,
CA,UNINCORPORATED AREA-INYO COUNTY,INYO,,
CA,UNINCORPORATED AREA-KERN COUNTY,KERN,,
CA,UNINCORPORATED AREA-KINGS COUNTY,KINGS,,
CA,UNINCORPORATED AREA-LAKE COUNTY,LAKE,,
CA,UNINCORPORATED AREA-LASSEN COUNTY,LASSEN,,
CA,UNINCORPORATED AREA-LOS ANGELES COUNTY,LOS ANGELES,,
CA,UNINCORPORATED AREA-MADERA COUNTY,MADERA,,
CA,UNINCORPORATED AREA-MARIN COUNTY,MARIN,,
CA,UNINCORPORATED AREA-MARIPOSA COUNTY,MARIPOSA,,
CA,UNINCORPORATED AREA-MENDOCINO COUNTY,MENDOCINO,,
CA,UNINCORPORATED AREA-MERCED COUNTY,MERCED,,
CA,UNINCORPORATED AREA-MODOC COUNTY,MODOC,,
CA,UNINCORPORATED AREA-MONO COUNTY,MONO,,
CA,UNINCORPORATED AREA-MONTEREY COUNTY,MONTEREY,,
CA,UNINCORPORATED AREA-NAPA COUNTY,NAPA,,
CA,UNINCORPORATED AREA-NEVADA COUNTY,NEVADA,,
CA,UNINCORPORATED AREA-ORANGE COUNTY,ORANGE,,
CA,UNINCORPORATED AREA-PLACER COUNTY,PLACER,,
CA,UNINCORPORATED AREA-PLUMAS COUNTY,PLUMAS,,
CA,UNINCORPORATED AREA-RIVERSIDE COUNTY,RIVERSIDE,,
CA,UNINCORPORATED AREA-SACRAMENTO COUNTY,SACRAMENTO,,
CA,UNINCORPORATED AREA-SAN BENITO COUNTY,SAN BENITO,,
CA,UNINCORPORATED AREA-SAN BERNARDINO COUNTY,SAN BERNARDINO,,
CA,UNINCORPORATED AREA-SAN DIEGO COUNTY,SAN DIEGO,,
CA,UNINCORPORATED AREA-SAN FRANCISCO COUNTY,SAN FRANCISCO,,
CA,UNINCORPORATED AREA-SAN JOAQUIN COUNTY,SAN JOAQUIN,,
CA,UNINCORPORATED AREA-SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,,
CA,UNINCORPORATED AREA-SAN MATEO COUNTY,SAN MATEO,,
CA,UNINCORPORATED AREA-SANTA BARBARA COUNTY,SANTA BARBARA,,
CA,UNINCORPORATED AREA-SANTA CLARA COUNTY,SANTA CLARA,,
CA,UNINCORPORATED AREA-SANTA CRUZ COUNTY,SANTA CRUZ,,
CA,UNINCORPORATED AREA-SHASTA COUNTY,SHASTA,,
CA,UNINCORPORATED AREA-SIERRA COUNTY,SIERRA,,
CA,UNINCORPORATED AREA-SISKIYOU COUNTY,SISKIYOU,,
CA,UNINCORPORATED AREA-SOLANO COUNTY,SOLANO,,
CA,UNINCORPORATED AREA-SONOMA COUNTY,SONOMA,,
CA,UNINCORPORATED AREA-STANISLAUS COUNTY,STANISLAUS,,
CA,UNINCORPORATED AREA-SUTTER COUNTY,SUTTER,,
CA,UNINCORPORATED AREA-TEHAMA COUNTY,TEHAMA,,
CA,UNINCORPORATED AREA-TRINITY COUNTY,TRINITY,,
CA,UNINCORPORATED AREA-TULARE COUNTY,TULARE,,
CA,UNINCORPORATED AREA-TUOLUMNE COUNTY,TUOLUMNE,,
CA,UNINCORPORATED AREA-VENTURA COUNTY,VENTURA,,
CA,UNINCORPORATED AREA-YOLO COUNTY,YOLO,,
CA,UNINCORPORATED AREA-YUBA COUNTY,YUBA,,
